TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Ski Lodge Coasters: Birch Wood Ski Decor, Set of 6","Set of 6 Birch Wood Ski-Themed Coasters with Cork Backing

Elevate your apres-ski experience with our Set of 6 Ski-Themed Coasters, a perfect addition to your cozy lodge or cabin retreat. Crafted from high-quality birch wood and featuring laser-engraved ski scenes, these coasters seamlessly blend functionality with style.

Key Features:

Ski-Themed Elegance: Each coaster boasts a meticulously detailed ski-themed engraving, capturing the spirit of the slopes. It's a great conversation starter for ski enthusiasts.

Quality Materials: Crafted from birch wood, these coasters are both durable and beautiful. The cork backing ensures your furniture stays safe from moisture and scratches.

Set of 6: With six coasters in each set, you'll have enough to accommodate friends and family during your après-ski gatherings.

Perfect Pairing: These coasters are the ideal companions for your favorite brews, adding a touch of rustic charm to your beer-tasting sessions.

Versatile Decor: While they are a must-have for ski lovers, these coasters can also complement a variety of home decor styles, making them suitable for year-round use.

Add a touch of alpine charm to your home or surprise the ski enthusiast in your life with this unique coaster set. Whether you're reminiscing about the slopes or simply enjoying a refreshing beverage, our Ski-Themed Coasters are sure to enhance your experience.

Order yours today and bring the ski lodge ambiance right to your living room or cabin. Cheers to good times and great company!

Specifications:

Material: Birch Wood
Dimensions (each coaster): 3.5 inches (9 cm) in diameter
Quantity: Set of 6 Coasters

Please note that due to the natural variations in wood grain, each coaster may have a slightly unique appearance.",29,EUR,33,"Ski_Enthusiast_Gift,Ski_Lodge_Decor,Ski_Coasters_apreski,Coasters_for_Skiers,Beer_Tasting_Coaster,Apres-Ski_Coasters,Mountain_Theme_decor,Ski_Trip_Souvenirs,Cabin_Retreat_Decor,Skiing_Home_decor,Snow_Sports_Coasters,Ski_Resort_Gifts,Ski_Season_Table_bar",Wood,https://i.etsystatic.com/46731516/r/il/6a78ae/5382480214/il_fullxfull.5382480214_2jxm.jpg,https://i.etsystatic.com/46731516/r/il/57d638/5344215754/il_fullxfull.5344215754_saow.jpg,https://i.etsystatic.com/46731516/r/il/cbc75a/5382488142/il_fullxfull.5382488142_4oh8.jpg,https://i.etsystatic.com/46731516/r/il/13c749/5382483396/il_fullxfull.5382483396_o1e5.jpg,https://i.etsystatic.com/46731516/r/il/70c6a1/5344223204/il_fullxfull.5344223204_ifjd.jpg,https://i.etsystatic.com/46731516/r/il/c0ffe7/5392391515/il_fullxfull.5392391515_9tut.jpg,https://i.etsystatic.com/46731516/r/il/88bf89/5392402025/il_fullxfull.5392402025_m1aq.jpg,https://i.etsystatic.com/46731516/r/il/a6f9ca/5386264213/il_fullxfull.5386264213_hmk1.jpg,https://i.etsystatic.com/46731516/r/il/220607/5386264207/il_fullxfull.5386264207_9c52.jpg,https://i.etsystatic.com/46731516/r/il/d1b340/5338092774/il_fullxfull.5338092774_59im.jpg,,,,,,,
"Buddha Coasters Set Wood – OM, Lotus & Mandala Symbols | Spiritual Decor, Zen Meditation Gift, Laser Engraved Coasters Set for Yoga Lovers","Bring peace and mindfulness to your space with this handcrafted Buddha Coaster Set – a beautiful balance of design, symbolism, and natural elegance.
Each piece is laser engraved on high-quality wood, featuring sacred symbols: Buddha, OM, Lotus, and Mandala – perfect for meditation lovers, yoga studios, or spiritual homes.

🪵 Product Details:
• Set of 4 coasters – Buddha, OM, Lotus & Mandala  “Om Mani Padme Hum” (ཨོཾ་མ་ཎི་པདྨེ་ཧཱུྃ)
• Material: birch wood with black wash finish, cork base (eco-friendly soy-based glue)
• Diameter: 90 mm (3.54 inches)
• Thickness: approx. 6 mm
• Laser engraved and hand-finished for a natural touch
• Sealed with non-toxic varnish for water resistance

🎁 Perfect Gift For:
• Meditation lovers and yoga practitioners
• Housewarming or zen home décor
• Spiritual friends or family members

🌿 Why You’ll Love It:
• Handmade in Europe with love and care
• Natural wood – no chemicals or treated coatings
• Eco-friendly cork backing prevents slipping
• Warm and elegant spiritual energy in every detail

💬 Note: Each piece is unique due to the natural wood grain — your set will have its own character.",25.99,EUR,74,"buddha_coasters,buddha_coaster_set,wooden_coasters,om_lotus_mandala,yoga_decor,zen_home_decor,meditation_gift,spiritual_gift,yoga_gift,laser_engraved_wood,birch_wood_coasters,boho_table_decor,housewarming_gift",Wood,https://i.etsystatic.com/46731516/r/il/a2c1d1/7635957768/il_fullxfull.7635957768_9qc1.jpg,https://i.etsystatic.com/46731516/r/il/44cfee/7683901611/il_fullxfull.7683901611_l1xu.jpg,https://i.etsystatic.com/46731516/r/il/40951b/7369015042/il_fullxfull.7369015042_63z4.jpg,https://i.etsystatic.com/46731516/r/il/0e1940/7419995025/il_fullxfull.7419995025_co4e.jpg,https://i.etsystatic.com/46731516/r/il/806e9b/7683900781/il_fullxfull.7683900781_seh7.jpg,https://i.etsystatic.com/46731516/r/il/a3dc7a/7369015048/il_fullxfull.7369015048_rpdt.jpg,https://i.etsystatic.com/46731516/r/il/445925/7369015046/il_fullxfull.7369015046_9hyn.jpg,https://i.etsystatic.com/46731516/r/il/b58b25/7416931121/il_fullxfull.7416931121_pf4a.jpg,https://i.etsystatic.com/46731516/r/il/bcda19/7369015050/il_fullxfull.7369015050_923s.jpg,https://i.etsystatic.com/46731516/r/il/9910e8/7419995729/il_fullxfull.7419995729_pr1p.jpg,,,,,,,
"Wooden Spider Web Coasters: Halloween Table Decor | Engraved Wood Drink Coaster Set for Spooky Party, Gothic Home or Fall Decoration","Add a touch of eerie elegance to your Halloween decor with our Wooden Spider Web Coasters. Crafted with meticulous attention to detail, these coasters feature a delicate spider web design intricately engraved on high-quality wood, creating a spooky yet sophisticated look.

Key Features:

Unique Design: The spider web design adds a hauntingly beautiful element to your Halloween celebrations, making them an eye-catching conversation piece.

Durable Construction: Crafted from sturdy wood, these coasters are built to withstand regular use. The cork back ensures your furniture stays protected from spills and scratches.

Versatile Decor: Not just for Halloween, these coasters can be used year-round to bring a touch of mystique to your home.

Perfect Gift: Surprise your friends and family with a thoughtful Halloween gift that combines functionality with a touch of spookiness.

Set of six or fourFour: Each order includes a set of six or a set of four coasters, allowing you to complete your Halloween table setting or share them as gifts.

Enhance your Halloween festivities with these Wooden Spider Web Coasters. They are not only practical but also a fantastic addition to your seasonal decorations. Order yours today and set the stage for a hauntingly stylish Halloween celebration!

Product Specifications:

Material: Quality wood
Dimensions (each coaster): 3.5 inches (9 cm) in diameter",24.99,EUR,10,"coaster_wood_set,Gothic_Home_Decor,Halloween_Dining,Halloween_Gift_Idea,Rustic_Halloween_bar,Spooky_Wood_Coasters,Gothic_Coasters,Halloween_Table_Deco,Spider_Web_Coasters,Gothic_Style_Coaster,Scary_Elegant_decor,Living_Room_Decor,Mysterious_Decor",Wood,https://i.etsystatic.com/46731516/r/il/aa1792/5344238782/il_fullxfull.5344238782_sy7n.jpg,https://i.etsystatic.com/46731516/r/il/dacff3/5392415615/il_fullxfull.5392415615_2e2y.jpg,https://i.etsystatic.com/46731516/r/il/554fab/5344236220/il_fullxfull.5344236220_9n8o.jpg,https://i.etsystatic.com/46731516/r/il/8a746c/5382437808/il_fullxfull.5382437808_k2x2.jpg,https://i.etsystatic.com/46731516/r/il/2566f7/5385586687/il_fullxfull.5385586687_r80t.jpg,https://i.etsystatic.com/46731516/r/il/42e7ce/5414992277/il_fullxfull.5414992277_ghp6.jpg,https://i.etsystatic.com/46731516/r/il/1c50c5/5337413486/il_fullxfull.5337413486_nukb.jpg,https://i.etsystatic.com/46731516/r/il/fdeb2f/5385586663/il_fullxfull.5385586663_2hkh.jpg,https://i.etsystatic.com/46731516/r/il/afc928/5430594023/il_fullxfull.5430594023_k4p4.jpg,https://i.etsystatic.com/46731516/r/il/a14fb9/5366825768/il_fullxfull.5366825768_t73b.jpg,"Custom Property",Style,"Set of 4,Set of 6",,,,
"Carved Wooden Dragon Bookmark: Fantasy Reader Gift | Laser Engraved Mythical Design with Green Tassel | Unique Book Lover Accessory","🐉 Introducing our exquisitely crafted dragon-themed wooden bookmark, a fusion of elegance and fantasy. Standing tall at 150 millimeters in height and 50 millimeters in width (approximately 5.9 inches by 2 inches), this bookmark is meticulously carved from fine wood, boasting a captivating texture reminiscent of dragon scales. Each intricate detail, replicating the noble creature's skin, is delicately etched into the 4-millimeter-thin wood, creating a tactile experience like no other. Embark on mythical reading adventures with our amazing dragon companion carved in wood. Elevate your reading journey with this enchanting companion, a testament to craftsmanship and imagination. Available now on my shop! ✨",12.99,EUR,9,"Dragon_bookmark,Wood_bookmark,Fantasy_gift,Book_lover_gift,Medieval_decor,Dragon_lover,Carved_bookmark,Wooden_decor,Fantasy_reader,Bookworm_gift,Handmade_gift,Book_lover,Dragon_decor",,https://i.etsystatic.com/46731516/r/il/7beb28/5925838820/il_fullxfull.5925838820_rmhl.jpg,https://i.etsystatic.com/46731516/r/il/04a111/5973926557/il_fullxfull.5973926557_hhob.jpg,https://i.etsystatic.com/46731516/r/il/a73748/5973923331/il_fullxfull.5973923331_oewz.jpg,,,,,,,,,,,,,,
"DIY Christmas Ornaments: 16 Wooden Figures, Paint Your Own Decor | Holiday Craft Kit for Kids and Adults, Fun Family Activity Gift Set","Introducing our ""Whimsical Woodland Christmas"" DIY Craft - the perfect way to add a touch of magic to your holiday season! This enchanting set includes 16 charming Christmas-themed figures meticulously cut from high-quality 3mm wood. It's an ideal activity to ignite your child's creativity and bring the festive spirit into your home.

Product Features:

🎄 16 Unique Figures: From jolly Santas and adorable reindeer to cheerful snowmen and festive trees, our product offers a delightful variety of Christmas characters ready for your child to paint and decorate.

🏠 Deck the Halls: Once your little artists have finished decorating, these charming figures make for fantastic holiday decor. Arrange them on your mantel, place them on the tree, or create a whimsical centerpiece for your dining table.

🎁 Unique Gift: Looking for a thoughtful and unique gift for friends or family? Our Whimsical Woodland Christmas is perfect for anyone who loves crafting and the joy of the holiday season.

👪 Fun for All Ages: This kit is designed for children and adults alike. Spend quality time together as a family, host a crafting party, or simply enjoy some solo creative time.

🌲 Sustainable and Durable: Crafted from eco-friendly 3mm wood, these figures are sturdy and built to last. They can become cherished keepsakes, bringing holiday cheer year after year.

✨ Spread Joy: Celebrate the spirit of giving by sharing your completed figures with loved ones. Attach a heartfelt note and create memorable holiday gifts that will warm hearts.

Please note that this includes the 16 wooden figures only; no paint will be provided. We encourage you to unleash your imagination and personalize these figures with your favorite acrylic paints. Make this Christmas extra special by adding a personal touch to your holiday decorations. Our ""Whimsical Woodland Christmas"" DIY Craft set is a delightful way to bond with family, spark creativity, and infuse your home with the magic of the season. Order now and let the holiday crafting begin!",16.99,EUR,25,"Santa_Claus_Decor,Family_Craft_decor,Kids_Craft_Kit,DIY_Holiday_xmas,Wooden_Craft_Shapes,Christmas_Tree_decor,Craft_Supplies,Handmade_Holiday,Acrylic_Paintproject,DIY_Wood_Cutouts,Holiday_Art_Project,Craft_Kit_for_Kids,Holiday_Craft_xmas",,https://i.etsystatic.com/46731516/r/il/e2a1f8/5392453943/il_fullxfull.5392453943_rd6e.jpg,https://i.etsystatic.com/46731516/r/il/74a6f1/5381978307/il_fullxfull.5381978307_ai7n.jpg,https://i.etsystatic.com/46731516/r/il/4dcda0/5333808972/il_fullxfull.5333808972_luyl.jpg,https://i.etsystatic.com/46731516/r/il/987518/5399839358/il_fullxfull.5399839358_aq84.jpg,https://i.etsystatic.com/46731516/r/il/6b41d0/5344309278/il_fullxfull.5344309278_fqwr.jpg,https://i.etsystatic.com/46731516/r/il/ee6175/5344289034/il_fullxfull.5344289034_kdse.jpg,https://i.etsystatic.com/46731516/r/il/ebe464/5381637361/il_fullxfull.5381637361_nr3u.jpg,,,,,,,,,,
"Celtic Knot Wooden Coasters: Viking Decor, Set of 6","Elevate your home with our Viking Coasters, meticulously crafted to bring the spirit of Norse heritage right to your table. Each coaster features unique Celtic knot designs, representing eternal longevity—ideal for adding a touch of historical elegance to any setting. Made from high-quality wood, these coasters not only protect your surfaces but also serve as a conversation starter. Perfect for gifting to history enthusiasts or as a distinctive addition to your décor. Durable, functional, and infused with the lore of the Vikings.

Dimensions:
Each coaster measures 3.5 inches (9 cm) in diameter.
Package Includes:
6 x Wooden Coasters with Celtic Knot Designs
Packaging: Protective bubble wrap envelope",29.99,EUR,5,"Viking_coasters,Celtic_knots,Wood_coasters,Historical_gift,Norse_décor,Table_protectors,Drink_coasters,Handcrafted_wood,Medieval_décor,Rune_coasters,Viking_art,Norse_mythology,Gift_for_history",Wood,https://i.etsystatic.com/46731516/r/il/7cd96f/6355916419/il_fullxfull.6355916419_d97i.jpg,https://i.etsystatic.com/46731516/r/il/a3ac15/6355914509/il_fullxfull.6355914509_5mgg.jpg,https://i.etsystatic.com/46731516/r/il/e75e97/5392424299/il_fullxfull.5392424299_nzwx.jpg,https://i.etsystatic.com/46731516/r/il/e1b700/6355914515/il_fullxfull.6355914515_1b26.jpg,https://i.etsystatic.com/46731516/r/il/efb4e1/5542023544/il_fullxfull.5542023544_av4i.jpg,https://i.etsystatic.com/46731516/r/il/7b5087/6355914499/il_fullxfull.6355914499_2ba1.jpg,,,,,,,,,,,
"Laser Engraved Birch Wood Incense Burner: Chakra Lotus Moon Design","This handcrafted wooden incense burner measures 249.676 mm (9.83 inches) in width and 49.654 mm (1.95 inches) in height, offering an elegant, slim design that fits perfectly in any home or meditation space. Made from natural birch wood and featuring laser-engraved 7 chakra symbols and a crescent moon with a lotus flower, this incense holder adds a spiritual touch to your home decor. Perfect for yoga enthusiasts, meditation spaces, or as a thoughtful gift for those seeking peace and balance in their lives.

This handcrafted piece is designed for mindfulness, making it the perfect addition to your yoga practice or meditation space, so grab it today!",18.99,EUR,15,"Chakra_incense_tray,Laser_engraved_gift,Meditation_decor,Spiritual_gift,Yoga_incense_burner,Birch_wood_holder,Chakra_decor,Zen_home_accessory,Lotus_flower_gift,Moon_incense_tray,Mindfulness_decor,Handmade_wood_gift,Wood_incense_holder",,https://i.etsystatic.com/46731516/r/il/54aa86/6303435020/il_fullxfull.6303435020_tsf2.jpg,https://i.etsystatic.com/46731516/r/il/25b147/6351455539/il_fullxfull.6351455539_k8kv.jpg,https://i.etsystatic.com/46731516/r/il/cc0aee/6303257342/il_fullxfull.6303257342_3vxk.jpg,https://i.etsystatic.com/46731516/r/il/8e458d/6351486253/il_fullxfull.6351486253_nqze.jpg,https://i.etsystatic.com/46731516/r/il/a72a35/6303257344/il_fullxfull.6303257344_3ctl.jpg,https://i.etsystatic.com/46731516/r/il/7253da/6351833727/il_fullxfull.6351833727_nrnr.jpg,,,,,,,,,,,
"Wildlife Wood Coasters: Hand-Engraved Hunting Scenes, Set of 6","Discover the beauty of the great outdoors with our Wildlife Wood Coasters, each featuring a unique hand-engraved hunting scene. Crafted with care from sustainably sourced wood, these coasters blend artistic flair with functionality, offering a durable surface protector with a touch of rustic charm. Perfect for any outdoor enthusiast or as a striking addition to your home décor.

Each coaster is sealed with a high-quality finish, ensuring protection against heat and moisture while highlighting the intricate details of each scene. This set makes a thoughtful gift for hunters, conservationists, or anyone who appreciates wildlife art.

What's Included:

Set of 6 coasters with distinct hunting scenes
Coasters measure 3.5 inches (90mm) in diameter, fitting all glass sizes
Eco-friendly packaging, ready for gifting

Product Specifications:
Material: Quality birch wood",29.99,EUR,27,"Wildlife_Art,Hunter_Gift,Nature_Themed,Rustic_Home_Decor,Engraved_Coasters,Wooden_Tableware,Outdoor_Lover_Gift,Cabin_Decor,Animal_Engravings,Conservation_Gift,Forest_Decor,Handmade_Coasters,WildlifePreservation",Wood,https://i.etsystatic.com/46731516/r/il/4a287f/6355959209/il_fullxfull.6355959209_9hqu.jpg,https://i.etsystatic.com/46731516/r/il/1c81c9/6355959205/il_fullxfull.6355959205_339g.jpg,https://i.etsystatic.com/46731516/r/il/daa5db/5344318830/il_fullxfull.5344318830_8mx9.jpg,https://i.etsystatic.com/46731516/r/il/8ec231/6355959207/il_fullxfull.6355959207_fb6o.jpg,https://i.etsystatic.com/46731516/r/il/d35a06/6307894116/il_fullxfull.6307894116_3sz0.jpg,https://i.etsystatic.com/46731516/r/il/b8fdc6/6307894120/il_fullxfull.6307894120_1dfy.jpg,https://i.etsystatic.com/46731516/r/il/cf4eb7/6307894122/il_fullxfull.6307894122_3rmq.jpg,https://i.etsystatic.com/46731516/r/il/b1767c/6355959261/il_fullxfull.6355959261_bavl.jpg,https://i.etsystatic.com/46731516/r/il/0c3072/6307894188/il_fullxfull.6307894188_egwf.jpg,https://i.etsystatic.com/46731516/r/il/432057/6355959277/il_fullxfull.6355959277_3gf3.jpg,,,,,,,
"Eco-Friendly Wooden Baby Closet Dividers: Newborn to Toddler","Keep your baby's clothes neatly organized with this eco-friendly nursery closet divider set! Measuring at a perfect height of 160 mm (6.3 inches) and a width of 85.6 mm (3.37 inches), these wardrobe dividers are designed to fit most standard closet rods. Made from sustainable wood, they help you easily sort clothes by age or size, from newborn to toddler. The perfect addition to any nursery, these dividers are a thoughtful and practical gift for new parents or baby showers, bringing both style and functionality to the wardrobe.

Material: Sustainable Wood – Eco-friendly and durable for long-term use.
Laser Engraving – Clear, precise engraving for easy identification of sizes.
Natural Finishes – Non-toxic and safe for babies.
Smooth Edges – Rounded edges for safety and comfort",19.99,EUR,36,"Baby_Closet_Dividers,Nursery_Organizer,Baby_Shower_Gift,Wood_Dividers,Eco_Friendly,Clothes_Organizer,Closet_Dividers,Newborn_Closet,Nursery_Decor,Baby_Essentials,Wardrobe_Dividers,Baby_Room_Decor,Sustainable_Gift",,https://i.etsystatic.com/46731516/r/il/3fff5b/5906404554/il_fullxfull.5906404554_foeo.jpg,https://i.etsystatic.com/46731516/r/il/fa1bed/5906438462/il_fullxfull.5906438462_i9zg.jpg,https://i.etsystatic.com/46731516/r/il/4ecbcc/5906420130/il_fullxfull.5906420130_n4oj.jpg,https://i.etsystatic.com/46731516/r/il/619204/5906404560/il_fullxfull.5906404560_8z1g.jpg,https://i.etsystatic.com/46731516/r/il/60c25f/5906404558/il_fullxfull.5906404558_1sis.jpg,,,,,,,,,,,,
"Horse Wood Coaster Set • Rustic Farmhouse Decor • Equestrian Gift for Horse Lovers • Wooden Coasters for Country & Western Homes","Introducing our exquisite set of 6 Horse-Themed Wood Coasters, a tribute to the grace and beauty of these magnificent creatures. These coasters are more than just functional; they are a work of art, celebrating the spirit of the horse. Here's what makes them special:

🐎 Diverse Horse Engravings: Each coaster features a unique and meticulously engraved horse design, capturing the strength and elegance of these animals. Whether you're a horse enthusiast or simply appreciate their beauty, these coasters bring the majesty of horses to your home.

🪵 High-Quality Wood: Crafted from premium wood, these coasters are both visually appealing and built to last. The natural wood grain adds a touch of rustic charm to your surroundings.

🧡 Cork Backing: The cork backing on these coasters not only safeguards your furniture but also ensures they stay in place, preventing any accidental slips.

🏡 Versatile Decor: Perfect for use in your equestrian-themed space, at the barn, or as a thoughtful gift for horse lovers, these coasters offer both functionality and style.

🎁 Thoughtful Gifts: Whether you're looking for a meaningful gift for an equestrian enthusiast or a remarkable addition to your own space, these coasters are a perfect choice, offering both beauty and practicality.

⚙️ Specifications:

Material: High-quality wood with cork backing
Diameter: 9 cm (3.5 inches)
Set includes six horse-themed wood coasters, each featuring a different horse engraving.
Elevate your home decor with these captivating Horse-Themed Wood Coasters, paying homage to the spirit of these majestic animals. Order your set today and bring the beauty of horses to your space.""

These horse-themed wood coasters would be an excellent addition to any equestrian enthusiast's home or a perfect gift for those who admire the beauty of horses.",29.99,EUR,13,"horse_coaster,horse_gift,equestrian_gift,farmhouse_decor,rustic_coaster,wood_coaster,western_decor,horse_lover_gift,barn_decor,country_home,riding_gift,equestrian_decor,rustic_gift",Wood,https://i.etsystatic.com/46731516/r/il/a5413b/7481255030/il_fullxfull.7481255030_oi90.jpg,https://i.etsystatic.com/46731516/r/il/e92f45/5456396918/il_fullxfull.5456396918_vsxu.jpg,https://i.etsystatic.com/46731516/r/il/698c4d/5504515171/il_fullxfull.5504515171_4hgo.jpg,https://i.etsystatic.com/46731516/r/il/58ab2c/5504515181/il_fullxfull.5504515181_mn7q.jpg,https://i.etsystatic.com/46731516/r/il/43ad6a/5456396936/il_fullxfull.5456396936_m5up.jpg,https://i.etsystatic.com/46731516/r/il/30d970/5456396932/il_fullxfull.5456396932_7dc6.jpg,,,,,,,,,,,
"Hand-Painted Spiderweb Coasters: Gothic Halloween Decor","These spiderweb coasters are not only stylish but also sturdy! Made with two layers of 3mm thick wood (6mm total, 0.24 inches) and a bottom cork layer, they feel solid and substantial in hand. Each coaster is hand-sanded, hand-painted with non-toxic acrylic paint, and sealed with a transparent varnish for durability and water resistance. Perfect for Halloween parties or gothic decor lovers! Note: The chain in the photos is a prop and is not included with the coasters.

🎃 Details:

Two layers of 3mm wood (6mm total, 0.24 inches)

Cork bottom layer for added thickness and stability
Each coaster measures 90 mm (3.54 inches) in diameter
Hand-sanded and painted with non-toxic acrylic paint
Sealed with transparent varnish for durability and water resistance

🎃 Why You'll Love It:

Sturdy and well-crafted
Unique spiderweb design perfect for Halloween or gothic decor
Thick, durable, and made to last
🎃 Perfect For:

Halloween parties
Gothic-themed decor
Unique, spooky gifts",10.99,EUR,15,"Halloween_Coasters,Spiderweb_Coasters,Gothic_Home_Decor,Wooden_Coasters,Thick_Coasters,Cork_Bottom_Coasters,Water_Resistant,Halloween_Decor,Gothic_Decor,Party_Coasters,Halloween_Gifts,Spooky_Drink_Coaster,hand_painted",Wood,https://i.etsystatic.com/46731516/r/il/3f2d7b/6338748593/il_fullxfull.6338748593_qokh.jpg,https://i.etsystatic.com/46731516/r/il/1e2653/6338274535/il_fullxfull.6338274535_rzjl.jpg,https://i.etsystatic.com/46731516/r/il/5ebcba/6338738189/il_fullxfull.6338738189_i4z7.jpg,https://i.etsystatic.com/46731516/r/il/09592c/6290236978/il_fullxfull.6290236978_yjje.jpg,https://i.etsystatic.com/46731516/r/il/2457a1/6338274307/il_fullxfull.6338274307_gbbe.jpg,https://i.etsystatic.com/46731516/r/il/f8256d/6338282197/il_fullxfull.6338282197_1wjo.jpg,https://i.etsystatic.com/46731516/r/il/55b5e7/6290220346/il_fullxfull.6290220346_bck8.jpg,https://i.etsystatic.com/46731516/r/il/ce1caf/6290220700/il_fullxfull.6290220700_n8dl.jpg,https://i.etsystatic.com/46731516/r/il/d3e8e2/6338282203/il_fullxfull.6338282203_mpsd.jpg,https://i.etsystatic.com/46731516/r/il/067943/6290699946/il_fullxfull.6290699946_bb8z.jpg,,,,,,,
"Spider Web Tealight Holder: Shadow Lighting, Gothic Halloween Decor","Create a spooky ambiance in your home with this Spider Cast a Shadow Tealight Holder! Perfect for Halloween parties, gothic decor, or a unique gift, this laser-cut wooden holder projects a hauntingly beautiful spider and web shadow on your wall when the tealight candle is lit. It adds the perfect creepy touch to any room while also being an elegant and artistic piece of decor on its own.

The spider web design is intricately cut and projects an impressive shadow with the help of a standard tealight candle. Whether you're setting the mood for a Halloween gathering or adding a year-round gothic vibe to your home, this piece is sure to stand out.

Product Details:

Material: High-quality wood, laser-cut for precision
Spider Web Diameter: 120 mm (4.72 inches)
Base Dimensions: 120 mm x 53 mm (4.72 inches x 2.09 inches)
Tealight Candle: Not included; fits standard-sized tealights
Design: Projects a detailed spider and web shadow on your wall
Use: Ideal for Halloween decor, gothic home decor, spooky-themed parties, or as a unique piece of functional art

Why You'll Love It:

Unique Shadow Effect: The intricate spider and web design create a dramatic, spooky shadow perfect for Halloween.
Beautiful Craftsmanship: The wooden construction adds a rustic yet elegant touch to your home decor.
Perfect Gift: A memorable gift for Halloween enthusiasts, gothic decor lovers, or anyone who appreciates artistic and unusual home accents.
Multi-functional: Great as both a decorative piece and a functional tealight holder.
How to Use:

Place the tealight holder on a flat surface.
Insert a standard-sized tealight candle into the holder.
Light the candle and watch as the spider and web design are projected onto the wall, casting a spooky shadow.
Adjust the distance from the wall to achieve the desired shadow size.
Care Instructions:

Handle with care; the wooden structure is delicate.
Clean gently with a soft, dry cloth.
Ensure the candle flame is not in contact with the wood.",10.99,EUR,15,"Spider_tealight,Halloween_decor,Gothic_gift,Spider_candle,Web_shadow_decor,Spooky_lighting,Spider_web_decor,Halloween_candle,Spider_gift,Gothic_lighting,Halloween_party,Gothic_home_decor,Unique_lighting",,https://i.etsystatic.com/46731516/r/il/8dcb7c/6339150323/il_fullxfull.6339150323_jmbn.jpg,https://i.etsystatic.com/46731516/r/il/f0ae88/6329563043/il_fullxfull.6329563043_5tak.jpg,https://i.etsystatic.com/46731516/r/il/ab09be/6281508180/il_fullxfull.6281508180_cy78.jpg,https://i.etsystatic.com/46731516/r/il/6c4e41/6281508188/il_fullxfull.6281508188_17hz.jpg,https://i.etsystatic.com/46731516/r/il/43b3c4/6281508182/il_fullxfull.6281508182_gbue.jpg,https://i.etsystatic.com/46731516/r/il/502f4a/6329563055/il_fullxfull.6329563055_d56e.jpg,https://i.etsystatic.com/46731516/r/il/da1231/6329563049/il_fullxfull.6329563049_13br.jpg,https://i.etsystatic.com/46731516/r/il/e0f684/6329563045/il_fullxfull.6329563045_b9da.jpg,https://i.etsystatic.com/46731516/r/il/768ced/6329563051/il_fullxfull.6329563051_3plz.jpg,,,,,,,,
"Skull Tealight Holder: Halloween Shadow Caster, Spooky Decor (120mm)","Add a touch of spooky charm to your Halloween decor with this unique cast a shadow tealight holder. The beautifully carved skull design casts a haunting shadow when the candle is lit, creating an eerie yet mesmerizing atmosphere. Ideal for Halloween parties, home decor, or as a gift for someone who loves a touch of the macabre!

Product Details:
Material: High-quality wood
Dimensions: Skull (120 mm diameter / 4.72 inches), Base (120 mm x 53 mm / 4.72 inches x 2.09 inches)
Design: Skull face with shadow casting effect
Use: Perfect for Halloween or gothic-themed decor
Tealight Included: No (fits standard tealights)
Occasion: Halloween, spooky-themed events, or as a gift",10.99,EUR,15,"Halloween_decor,Spooky_candle_holder,Shadow_casting_decor,Gothic_home_decor,Halloween_candle,Skull_shadow_decor,Spooky_home_accents,Gothic_gift_idea,Shadow_tealight,Skull_tealight,Halloween_gift,Jack_Skellington,NightmareBeforexmas",,https://i.etsystatic.com/46731516/r/il/58d874/6329506163/il_fullxfull.6329506163_9aip.jpg,https://i.etsystatic.com/46731516/r/il/7241b6/6329506161/il_fullxfull.6329506161_rdaj.jpg,https://i.etsystatic.com/46731516/r/il/0642bb/6281452224/il_fullxfull.6281452224_iwmg.jpg,https://i.etsystatic.com/46731516/r/il/be551c/6281452186/il_fullxfull.6281452186_8ivb.jpg,https://i.etsystatic.com/46731516/r/il/ca0a38/6281452178/il_fullxfull.6281452178_ox6i.jpg,https://i.etsystatic.com/46731516/r/il/ea875f/6281452192/il_fullxfull.6281452192_nix0.jpg,https://i.etsystatic.com/46731516/r/il/3e74c6/6329506165/il_fullxfull.6329506165_fea4.jpg,,,,,,,,,,
